"Year","Species","n","min_t","q05_t","q25_t","median_t","q75_t","q95_t","max_t","ObsBiomass_t"
1869,"squids",2111,54925.305496301,100722.502341667,126265.087532387,144480.906398838,169676.019728119,304078.294289334,436958.285190749,NA
1869,"toothfishes",2111,1007.30687705704,208512.878160227,734000.840838089,1094233.56521436,1406212.44969942,1853058.07578676,4947403.99299873,NA
1869,"leopard seals",2111,0.429166474357775,1938.22224727307,2748.46272050008,3388.37943404816,3843.28934632369,4728.52142920448,15571.6128606828,NA
1869,"medium divers",2111,1659.5607058292,167949.228478218,276210.443162928,407070.4802048,572616.645212452,798236.645547409,1202585.73384326,NA
1869,"large divers",2111,4.02894373913575,6301.84456220912,10855.0010087106,18080.8716754448,33751.6962577005,144374.854133339,1991962.26008324,NA
1869,"minke whales",2111,0.00102762505851741,8007.88724755185,14121.3760521659,25652.633133845,52241.2864797456,13797697.2287893,146472385.194501,NA
1869,"orca",2111,5512.54474879761,7384.25766373207,8521.77779186383,8992.67801494546,9890.76831018822,16570.1732871105,244918.776865414,NA
1869,"sperm whales",2111,11613.8089128273,15031.2551561089,19959.9177438449,23350.3465324609,94416.0296893548,2275746.61250912,11353308.3998553,NA
1869,"baleen whales",2111,116143.700469065,180133.286121998,784409.07932169,790034.766763118,2903614.50119335,16613745.1829467,97222103.2130837,NA
1870,"mesozooplankton",2111,2.63650665973781e-147,8681433.88481211,12599699.5160447,17097050.0162917,20051621.293466,24350159.5596862,28647920.7875867,NA
1870,"other krill",2111,13.1459027636013,1309850.8082363,5124666.94032179,11355320.1449676,30308538.5695045,76440121.4021388,125010190.78229,NA
1870,"other macrozooplankton",2111,1428742.18567062,7887972.23893273,14986323.26749,18397714.4695127,22426277.7761302,27590198.4871583,37287732.5975291,NA
1870,"antarctic krill",2111,49550.2729949662,1494330.88933374,7203188.46936072,13769546.898943,24494667.2674496,36753345.1354576,737310970.447481,NA
1870,"salps",2111,105467.874123769,463511.867061696,844290.985069089,1099509.66996176,1602290.38932586,2109038.30872489,2891724.13861538,NA
1870,"mesopelagic fishes",2111,5615.01922620235,503779.057797469,1355908.70006662,1861733.71576711,2724048.27763806,3661873.14891204,9867251.18970988,NA
1870,"bathypelagic fishes",2111,315119.485855193,1060739.1118283,1772780.56457944,2482279.22673369,3416148.63488022,4654481.20988921,15250888.8356138,NA
