"decade","start_year","end_year","metric_name","metric_category","comparison","n_sims","ratio_median","ratio_mean","ratio_sd","ratio_q05","ratio_q25","ratio_q75","ratio_q95","n_valid","prop_below_075","prop_below_040","prop_below_020","prop_below_054"
"1881-1890",1881,1890,"apex_biomass","biomass","absolute",170,0.982212898831759,0.973779289174578,0.0237692528380876,0.939129520827093,0.946793446216771,0.994207965672648,1.00347011870103,170,0,0,0,NA
"1891-1900",1891,1900,"apex_biomass","biomass","absolute",170,0.977595955728757,0.966658265305998,0.030305446418086,0.922447601316155,0.932213912725389,0.992549983590583,1.00442080517054,170,0,0,0,NA
"1901-1910",1901,1910,"apex_biomass","biomass","absolute",170,0.97323740586412,0.959587248817896,0.0366543322128487,0.906063531742232,0.917870426297899,0.990899349973387,1.00514886302665,170,0,0,0,NA
"1911-1920",1911,1920,"apex_biomass","biomass","absolute",170,0.968841205363524,0.952728374763591,0.0429438208958567,0.889975383142092,0.903802002885261,0.989421568507774,1.0059640509708,170,0,0,0,NA
"1921-1930",1921,1930,"apex_biomass","biomass","absolute",170,0.964646968731594,0.945914222511718,0.0490514060939345,0.874174417988832,0.889961175520345,0.987905657453072,1.00648546149152,170,0,0,0,NA
"1931-1940",1931,1940,"apex_biomass","biomass","absolute",170,0.78811159798403,0.781614830413643,0.100044870636165,0.615734645971989,0.700380668075517,0.869477970356509,0.932412809398638,170,0.347058823529412,0,0,NA
"1941-1950",1941,1950,"apex_biomass","biomass","absolute",170,0.456003088355564,0.470917713353941,0.193406181765586,0.168454491656154,0.30962150342702,0.618754814414498,0.786776157241021,170,0.917647058823529,0.329411764705882,0.0823529411764706,NA
"1951-1960",1951,1960,"apex_biomass","biomass","absolute",170,0.366572565460896,0.32717800651044,0.190087396108925,0.030927225759649,0.158831920714243,0.462679228199625,0.660156109979018,170,0.994117647058824,0.641176470588235,0.311764705882353,NA
"1961-1970",1961,1970,"apex_biomass","biomass","absolute",170,0.362813033276913,0.298372482137235,0.183970230020307,0.0144649063854238,0.128176962417809,0.419442880842142,0.597227723108946,170,0.994117647058824,0.694117647058824,0.352941176470588,NA
"1971-1980",1971,1980,"apex_biomass","biomass","absolute",170,0.354411814324207,0.287905207621709,0.179752859599559,0.0113779941943054,0.119538526065121,0.406294081728056,0.575808499879189,170,0.994117647058824,0.741176470588235,0.364705882352941,NA
"1981-1990",1981,1990,"apex_biomass","biomass","absolute",170,0.276900780288511,0.247312077113408,0.160874799194568,0.00960612846324558,0.0980841601954577,0.35936314031294,0.505601100324053,170,1,0.870588235294118,0.382352941176471,NA
"1991-2000",1991,2000,"apex_biomass","biomass","absolute",170,0.282833884967746,0.251507572327444,0.162935545608056,0.00960134019099485,0.0989365275764127,0.36647234032532,0.517904108058217,170,1,0.858823529411765,0.376470588235294,NA
"2001-2010",2001,2010,"apex_biomass","biomass","absolute",170,0.286942196358255,0.255845008205483,0.16511404414433,0.0095952663756092,0.0989804758581675,0.369933359868875,0.524479639371952,170,1,0.823529411764706,0.370588235294118,NA
